no,name,kor,eng,math,total,avg,rank,c_date
955,Jeanine,52,66,78,196,65.3333333333,0,2024-04-08
956,Gaye,92,78,80,250,83.3333333333,0,2024-04-04
957,Garnette,55,73,63,191,63.6666666667,0,2024-04-09
958,Helenelizabeth,91,91,73,255,85,0,2024-04-07
959,Cody,86,79,75,240,80,0,2024-04-01
960,Aindrea,62,76,85,223,74.3333333333,0,2024-04-08
961,Tobi,75,85,65,225,75,0,2024-04-04
962,Zared,54,88,72,214,71.3333333333,0,2024-04-03
963,Dorey,60,85,81,226,75.3333333333,0,2024-04-03
964,Carlita,94,69,51,214,71.3333333333,0,2024-04-04
965,Roosevelt,86,56,77,219,73,0,2024-04-02
966,Marchall,70,80,61,211,70.3333333333,0,2024-04-04
967,Devonna,67,54,75,196,65.3333333333,0,2024-04-02
968,Hebert,79,51,52,182,60.6666666667,0,2024-04-09
969,Dionne,77,58,52,187,62.3333333333,0,2024-04-09
970,Aubine,67,94,91,252,84,0,2024-04-07
971,Brooke,54,76,54,184,61.3333333333,0,2024-04-08
972,Quintilla,75,57,95,227,75.6666666667,0,2024-04-06
973,Wenona,89,67,85,241,80.3333333333,0,2024-04-05
974,Auberon,92,71,96,259,86.3333333333,0,2024-04-04
975,Laney,57,86,73,216,72,0,2024-04-01
976,Lacey,99,84,74,257,85.6666666667,0,2024-04-08
977,Marcellus,74,80,80,234,78,0,2024-04-09
978,Perle,60,76,81,217,72.3333333333,0,2024-04-06
979,Billie,62,90,57,209,69.6666666667,0,2024-04-09
980,Wash,50,95,53,198,66,0,2024-04-03
981,Dulcea,72,81,74,227,75.6666666667,0,2024-04-01
982,Janie,99,69,72,240,80,0,2024-04-08
983,Amalita,80,64,93,237,79,0,2024-04-07
984,Benedikta,81,61,52,194,64.6666666667,0,2024-04-02
985,Natassia,96,82,71,249,83,0,2024-04-06
986,Irvin,71,53,68,192,64,0,2024-04-07
987,Bron,82,93,94,269,89.6666666667,0,2024-04-08
988,Letisha,60,83,51,194,64.6666666667,0,2024-04-07
989,Humphrey,53,89,52,194,64.6666666667,0,2024-04-04
990,Kristina,92,98,89,279,93,0,2024-04-01
991,Marcille,84,51,59,194,64.6666666667,0,2024-04-01
992,Torrence,58,56,53,167,55.6666666667,0,2024-04-08
993,Teodorico,80,70,95,245,81.6666666667,0,2024-04-03
994,Kevina,94,60,73,227,75.6666666667,0,2024-04-08
995,Caddric,78,88,96,262,87.3333333333,0,2024-04-03
996,Danna,59,64,51,174,58,0,2024-04-01
997,Gilberta,89,53,54,196,65.3333333333,0,2024-04-06
998,Pansie,63,82,78,223,74.3333333333,0,2024-04-02
999,Laurena,61,60,96,217,72.3333333333,0,2024-04-07
1000,Klemens,83,64,56,203,67.6666666667,0,2024-04-08
