no,id,kor,eng,math,total,avg,rank,c_date
978,Rod,60,76,81,217,72.33333333,0,2024-04-06
979,Hobey,62,90,57,209,69.66666667,0,2024-04-09
980,Marietta,50,95,53,198,66,0,2024-04-03
981,Winfred,72,81,74,227,75.66666667,0,2024-04-01
982,Thorpe,99,69,72,240,80,0,2024-04-08
983,Suzi,80,64,93,237,79,0,2024-04-07
984,Stanislaus,81,61,52,194,64.66666667,0,2024-04-02
985,Gabbie,96,82,71,249,83,0,2024-04-06
986,Emmett,71,53,68,192,64,0,2024-04-07
987,Derek,82,93,94,269,89.66666667,0,2024-04-08
988,Lorri,60,83,51,194,64.66666667,0,2024-04-07
989,Vinnie,53,89,52,194,64.66666667,0,2024-04-04
990,Gun,92,98,89,279,93,0,2024-04-01
991,Ethelin,84,51,59,194,64.66666667,0,2024-04-01
992,Rudie,58,56,53,167,55.66666667,0,2024-04-08
993,Adara,80,70,95,245,81.66666667,0,2024-04-03
994,Cristiano,94,60,73,227,75.66666667,0,2024-04-08
995,Lombard,78,88,96,262,87.33333333,0,2024-04-03
996,Wilburt,59,64,51,174,58,0,2024-04-01
997,Broddie,89,53,54,196,65.33333333,0,2024-04-06
998,Baxter,63,82,78,223,74.33333333,0,2024-04-02
999,Ignacio,61,60,96,217,72.33333333,0,2024-04-07
1000,Wallache,83,64,56,203,67.66666667,0,2024-04-08
